5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed
12/01/2016 20:15,29,1,100
12/01/2016 20:20,28,1,100
12/01/2016 20:25,22,1,100
12/01/2016 20:30,26,1,100
12/01/2016 20:35,22,1,100
12/01/2016 20:40,24,1,100
12/01/2016 20:45,23,1,100
12/01/2016 20:50,22,1,100
12/01/2016 20:55,25,1,100
12/01/2016 21:00,19,1,100
12/01/2016 21:05,21,1,100
12/01/2016 21:10,24,1,100
12/01/2016 21:15,21,1,100
12/01/2016 21:20,24,1,100
12/01/2016 21:25,19,1,100
12/01/2016 21:30,22,1,100
12/01/2016 21:35,24,1,100
12/01/2016 21:40,15,1,100
12/01/2016 21:45,22,1,100
12/01/2016 21:50,16,1,100
12/01/2016 21:55,14,1,100
12/01/2016 22:00,15,1,100
12/01/2016 22:05,15,1,100
12/01/2016 22:10,15,1,100
12/01/2016 22:15,18,1,100
12/01/2016 22:20,14,1,100
12/01/2016 22:25,12,1,100
12/01/2016 22:30,14,1,100
12/01/2016 22:35,11,1,100
12/01/2016 22:40,13,1,100
12/01/2016 22:45,10,1,100
12/01/2016 22:50,10,1,100
12/01/2016 22:55,8,1,100
12/01/2016 23:00,13,1,100
12/01/2016 23:05,13,1,100
12/01/2016 23:10,10,1,100
12/01/2016 23:15,13,1,100
12/01/2016 23:20,10,1,100
12/01/2016 23:25,7,1,100
12/01/2016 23:30,5,1,100
12/01/2016 23:35,8,1,100
12/01/2016 23:40,6,1,100
12/01/2016 23:45,8,1,100
12/01/2016 23:50,8,1,100
12/01/2016 23:55,9,1,100
13/01/2016 00:00,9,1,100
13/01/2016 00:05,4,1,100
13/01/2016 00:10,6,1,100
13/01/2016 00:15,5,1,100
13/01/2016 00:20,5,1,100
13/01/2016 00:25,6,1,100
13/01/2016 00:30,9,1,100
13/01/2016 00:35,4,1,100
13/01/2016 00:40,4,1,100
13/01/2016 00:45,4,1,100
13/01/2016 00:50,4,1,100
13/01/2016 00:55,2,1,100
13/01/2016 01:00,2,1,100
13/01/2016 01:05,5,1,100
13/01/2016 01:10,2,1,100
13/01/2016 01:15,2,1,100
13/01/2016 01:20,3,1,100
13/01/2016 01:25,2,1,100
13/01/2016 01:30,1,1,100
13/01/2016 01:35,3,1,100
13/01/2016 01:40,1,1,100
13/01/2016 01:45,2,1,100
13/01/2016 01:50,2,1,100
13/01/2016 01:55,1,1,100
13/01/2016 02:00,2,1,100
13/01/2016 02:05,4,1,100
13/01/2016 02:10,2,1,100
13/01/2016 02:15,3,1,100
13/01/2016 02:20,3,1,100
13/01/2016 02:25,2,1,100
13/01/2016 02:30,2,1,100
13/01/2016 02:35,1,1,100
13/01/2016 02:40,2,1,100
13/01/2016 02:45,3,1,100
13/01/2016 02:50,2,1,100
13/01/2016 02:55,2,1,100
13/01/2016 03:00,3,1,100
13/01/2016 03:05,2,1,100
13/01/2016 03:10,2,1,100
13/01/2016 03:15,3,1,100
13/01/2016 03:20,1,1,100
13/01/2016 03:25,2,1,100
13/01/2016 03:30,2,1,100
13/01/2016 03:35,4,1,100
13/01/2016 03:40,4,1,100
13/01/2016 03:45,7,1,100
13/01/2016 03:50,3,1,100
13/01/2016 03:55,4,1,100
13/01/2016 04:00,3,1,100
13/01/2016 04:05,7,1,100
13/01/2016 04:10,7,1,100
13/01/2016 04:15,7,1,100
13/01/2016 04:20,6,1,100
13/01/2016 04:25,10,1,100
13/01/2016 04:30,14,1,100
13/01/2016 04:35,13,1,100
13/01/2016 04:40,15,1,100
13/01/2016 04:45,15,1,100
13/01/2016 04:50,21,1,100
13/01/2016 04:55,20,1,100
13/01/2016 05:00,20,1,100
13/01/2016 05:05,25,1,100
13/01/2016 05:10,27,1,100
13/01/2016 05:15,24,1,100
13/01/2016 05:20,34,1,100
13/01/2016 05:25,36,1,100
13/01/2016 05:30,38,1,100
13/01/2016 05:35,44,1,100
13/01/2016 05:40,52,1,100
13/01/2016 05:45,50,1,100
13/01/2016 05:50,46,1,100
13/01/2016 05:55,47,1,100
13/01/2016 06:00,49,1,100
13/01/2016 06:05,49,1,100
13/01/2016 06:10,57,1,100
13/01/2016 06:15,61,1,100
13/01/2016 06:20,61,1,100
13/01/2016 06:25,71,1,100
13/01/2016 06:30,78,1,100
13/01/2016 06:35,88,1,100
13/01/2016 06:40,79,1,100
13/01/2016 06:45,83,1,100
13/01/2016 06:50,92,1,100
13/01/2016 06:55,71,1,100
13/01/2016 07:00,73,1,100
13/01/2016 07:05,74,1,100
13/01/2016 07:10,66,1,100
13/01/2016 07:15,68,1,100
13/01/2016 07:20,62,1,100
13/01/2016 07:25,50,1,100
13/01/2016 07:30,47,1,100
13/01/2016 07:35,44,1,100
13/01/2016 07:40,43,1,100
13/01/2016 07:45,40,1,100
13/01/2016 07:50,42,1,100
13/01/2016 07:55,36,1,100
13/01/2016 08:00,46,1,100
13/01/2016 08:05,40,1,100
13/01/2016 08:10,38,1,100
13/01/2016 08:15,45,1,100
13/01/2016 08:20,42,1,100
13/01/2016 08:25,36,1,100
13/01/2016 08:30,36,1,100
13/01/2016 08:35,42,1,100
13/01/2016 08:40,38,1,100
13/01/2016 08:45,43,1,100
13/01/2016 08:50,36,1,100
13/01/2016 08:55,47,1,100
13/01/2016 09:00,44,1,100
13/01/2016 09:05,42,1,100
13/01/2016 09:10,59,1,100
13/01/2016 09:15,60,1,100
13/01/2016 09:20,57,1,100
13/01/2016 09:25,61,1,100
13/01/2016 09:30,63,1,100
13/01/2016 09:35,55,1,100
13/01/2016 09:40,57,1,100
13/01/2016 09:45,55,1,100
13/01/2016 09:50,53,1,100
13/01/2016 09:55,50,1,100
13/01/2016 10:00,51,1,100
13/01/2016 10:05,49,1,100
13/01/2016 10:10,61,1,100
13/01/2016 10:15,51,1,100
13/01/2016 10:20,56,1,100
13/01/2016 10:25,51,1,100
13/01/2016 10:30,55,1,100
13/01/2016 10:35,51,1,100
13/01/2016 10:40,56,1,100
13/01/2016 10:45,56,1,100
13/01/2016 10:50,50,1,100
13/01/2016 10:55,47,1,100
13/01/2016 11:00,44,1,100
13/01/2016 11:05,42,1,100
13/01/2016 11:10,56,1,100
13/01/2016 11:15,61,1,100
13/01/2016 11:20,57,1,100
13/01/2016 11:25,60,1,100
13/01/2016 11:30,61,1,100
13/01/2016 11:35,50,1,100
13/01/2016 11:40,51,1,100
13/01/2016 11:45,56,1,100
13/01/2016 11:50,55,1,100
13/01/2016 11:55,48,1,100
13/01/2016 12:00,42,1,100
13/01/2016 12:05,43,1,100
13/01/2016 12:10,42,1,100
13/01/2016 12:15,44,1,100
13/01/2016 12:20,58,1,100
13/01/2016 12:25,53,1,100
13/01/2016 12:30,51,1,100
13/01/2016 12:35,58,1,100
13/01/2016 12:40,53,1,100
13/01/2016 12:45,47,1,100
13/01/2016 12:50,45,1,100
13/01/2016 12:55,41,1,100
13/01/2016 13:00,40,1,100
13/01/2016 13:05,44,1,100
13/01/2016 13:10,46,1,100
13/01/2016 13:15,51,1,100
13/01/2016 13:20,45,1,100
13/01/2016 13:25,53,1,100
13/01/2016 13:30,41,1,100
13/01/2016 13:35,50,1,100
13/01/2016 13:40,51,1,100
13/01/2016 13:45,46,1,100
13/01/2016 13:50,52,1,100
13/01/2016 13:55,34,1,100
13/01/2016 14:00,49,1,100
13/01/2016 14:05,45,1,100
13/01/2016 14:10,47,1,100
13/01/2016 14:15,54,1,100
13/01/2016 14:20,45,1,100
13/01/2016 14:25,54,1,100
13/01/2016 14:30,49,1,100
13/01/2016 14:35,51,1,100
13/01/2016 14:40,52,1,100
13/01/2016 14:45,53,1,100
13/01/2016 14:50,57,1,100
13/01/2016 14:55,51,1,100
13/01/2016 15:00,48,1,100
13/01/2016 15:05,43,1,100
13/01/2016 15:10,48,1,100
13/01/2016 15:15,56,1,100
13/01/2016 15:20,59,1,100
13/01/2016 15:25,62,1,100
13/01/2016 15:30,46,1,100
13/01/2016 15:35,60,1,100
13/01/2016 15:40,54,1,100
13/01/2016 15:45,51,1,100
13/01/2016 15:50,47,1,100
13/01/2016 15:55,49,1,100
13/01/2016 16:00,49,1,100
13/01/2016 16:05,50,1,100
13/01/2016 16:10,58,1,100
13/01/2016 16:15,60,1,100
13/01/2016 16:20,57,1,100
13/01/2016 16:25,47,1,100
13/01/2016 16:30,54,1,100
13/01/2016 16:35,51,1,100
13/01/2016 16:40,53,1,100
13/01/2016 16:45,53,1,100
13/01/2016 16:50,49,1,100
13/01/2016 16:55,45,1,100
13/01/2016 17:00,53,1,100
13/01/2016 17:05,43,1,100
13/01/2016 17:10,48,1,100
13/01/2016 17:15,61,1,100
13/01/2016 17:20,57,1,100
13/01/2016 17:25,53,1,100
13/01/2016 17:30,49,1,100
13/01/2016 17:35,43,1,100
13/01/2016 17:40,45,1,100
13/01/2016 17:45,43,1,100
13/01/2016 17:50,35,1,100
13/01/2016 17:55,34,1,100
13/01/2016 18:00,45,1,100
13/01/2016 18:05,40,1,100
13/01/2016 18:10,32,1,100
13/01/2016 18:15,45,1,100
13/01/2016 18:20,44,1,100
13/01/2016 18:25,38,1,100
13/01/2016 18:30,37,1,100
13/01/2016 18:35,44,1,100
13/01/2016 18:40,44,1,100
13/01/2016 18:45,45,1,100
13/01/2016 18:50,37,1,100
13/01/2016 18:55,47,1,100
13/01/2016 19:00,38,1,100
13/01/2016 19:05,34,1,100
13/01/2016 19:10,38,1,100
13/01/2016 19:15,36,1,100
13/01/2016 19:20,33,1,100
13/01/2016 19:25,33,1,100
13/01/2016 19:30,26,1,100
13/01/2016 19:35,38,1,100
13/01/2016 19:40,32,1,100
13/01/2016 19:45,29,1,100
13/01/2016 19:50,34,1,100
13/01/2016 19:55,28,1,100
13/01/2016 20:00,29,1,100
13/01/2016 20:05,31,1,100
13/01/2016 20:10,23,1,100
13/01/2016 20:15,29,1,100
13/01/2016 20:20,28,1,100
13/01/2016 20:25,24,1,100
13/01/2016 20:30,23,1,100
13/01/2016 20:35,21,1,100
13/01/2016 20:40,23,1,100
13/01/2016 20:45,25,1,100
13/01/2016 20:50,25,1,100
13/01/2016 20:55,24,1,100
13/01/2016 21:00,19,1,100
13/01/2016 21:05,22,1,100
13/01/2016 21:10,27,1,100
13/01/2016 21:15,24,1,100
13/01/2016 21:20,23,1,100
13/01/2016 21:25,27,1,100
13/01/2016 21:30,23,1,100
13/01/2016 21:35,22,1,100
13/01/2016 21:40,21,1,100
13/01/2016 21:45,18,1,100
13/01/2016 21:50,16,1,100
13/01/2016 21:55,18,1,100
13/01/2016 22:00,17,1,100
13/01/2016 22:05,15,1,100
13/01/2016 22:10,14,1,100
13/01/2016 22:15,16,1,100
13/01/2016 22:20,18,1,100
13/01/2016 22:25,17,1,100
13/01/2016 22:30,16,1,100
13/01/2016 22:35,13,1,100
13/01/2016 22:40,15,1,100
13/01/2016 22:45,13,1,100
13/01/2016 22:50,11,1,100
13/01/2016 22:55,8,1,100
13/01/2016 23:00,8,1,100
13/01/2016 23:05,8,1,100
13/01/2016 23:10,9,1,100
13/01/2016 23:15,11,1,100
13/01/2016 23:20,9,1,100
13/01/2016 23:25,7,1,100
13/01/2016 23:30,6,1,100
13/01/2016 23:35,5,1,100
13/01/2016 23:40,10,1,100
13/01/2016 23:45,7,1,100
13/01/2016 23:50,6,1,100
13/01/2016 23:55,7,1,100
14/01/2016 00:00,5,1,100
14/01/2016 00:05,7,1,100
14/01/2016 00:10,4,1,100
14/01/2016 00:15,3,1,100
14/01/2016 00:20,3,1,100
14/01/2016 00:25,4,1,100
14/01/2016 00:30,4,1,100
14/01/2016 00:35,5,1,100
14/01/2016 00:40,4,1,100
14/01/2016 00:45,4,1,100
14/01/2016 00:50,3,1,100
14/01/2016 00:55,4,1,100
14/01/2016 01:00,1,1,100
14/01/2016 01:05,4,1,100
14/01/2016 01:10,1,1,100
14/01/2016 01:15,3,1,100
14/01/2016 01:20,2,1,100
14/01/2016 01:25,3,1,100
14/01/2016 01:30,4,1,100
14/01/2016 01:35,2,1,100
14/01/2016 01:40,3,1,100
14/01/2016 01:45,2,1,100
14/01/2016 01:50,2,1,100
14/01/2016 01:55,2,1,100
14/01/2016 02:00,3,1,100
14/01/2016 02:05,2,1,100
14/01/2016 02:10,5,1,100
14/01/2016 02:15,2,1,100
14/01/2016 02:20,2,1,100
14/01/2016 02:25,2,1,100
14/01/2016 02:30,3,1,100
14/01/2016 02:35,2,1,100
14/01/2016 02:40,2,1,100
14/01/2016 02:45,2,1,100
14/01/2016 02:50,3,1,100
14/01/2016 02:55,2,1,100
14/01/2016 03:00,1,1,100
14/01/2016 03:05,3,1,100
14/01/2016 03:10,3,1,100
14/01/2016 03:15,2,1,100
14/01/2016 03:20,1,1,100
14/01/2016 03:25,2,1,100
14/01/2016 03:30,3,1,100
14/01/2016 03:35,3,1,100
14/01/2016 03:40,2,1,100
14/01/2016 03:45,5,1,100
14/01/2016 03:50,2,1,100
14/01/2016 03:55,2,1,100
14/01/2016 04:00,4,1,100
14/01/2016 04:05,6,1,100
14/01/2016 04:10,11,1,100
14/01/2016 04:15,5,1,100
14/01/2016 04:20,7,1,100
14/01/2016 04:25,9,1,100
14/01/2016 04:30,11,1,100
14/01/2016 04:35,13,1,100
14/01/2016 04:40,11,1,100
14/01/2016 04:45,20,1,100
14/01/2016 04:50,24,1,100
14/01/2016 04:55,21,1,100
14/01/2016 05:00,23,1,100
14/01/2016 05:05,25,1,100
14/01/2016 05:10,35,1,100
14/01/2016 05:15,24,1,100
14/01/2016 05:20,34,1,100
14/01/2016 05:25,32,1,100
14/01/2016 05:30,43,1,100
14/01/2016 05:35,45,1,100
14/01/2016 05:40,51,1,100
14/01/2016 05:45,59,1,100
14/01/2016 05:50,44,1,100
14/01/2016 05:55,44,1,100
14/01/2016 06:00,44,1,100
14/01/2016 06:05,53,1,100
14/01/2016 06:10,60,1,100
14/01/2016 06:15,69,1,100
14/01/2016 06:20,69,1,100
14/01/2016 06:25,66,1,100
14/01/2016 06:30,74,1,100
14/01/2016 06:35,75,1,100
14/01/2016 06:40,81,1,100
14/01/2016 06:45,85,1,100
14/01/2016 06:50,78,1,100
14/01/2016 06:55,75,1,100
14/01/2016 07:00,79,1,100
14/01/2016 07:05,69,1,100
14/01/2016 07:10,70,1,100
14/01/2016 07:15,70,1,100
14/01/2016 07:20,73,1,100
14/01/2016 07:25,58,1,100
14/01/2016 07:30,49,1,100
14/01/2016 07:35,47,1,100
14/01/2016 07:40,42,1,100
14/01/2016 07:45,37,1,100
14/01/2016 07:50,42,1,100
14/01/2016 07:55,38,1,100
14/01/2016 08:00,40,1,100
14/01/2016 08:05,52,1,100
14/01/2016 08:10,42,1,100
14/01/2016 08:15,45,1,100
14/01/2016 08:20,49,1,100
14/01/2016 08:25,47,1,100
14/01/2016 08:30,43,1,100
14/01/2016 08:35,48,1,100
14/01/2016 08:40,41,1,100
14/01/2016 08:45,48,1,100
14/01/2016 08:50,46,1,100
14/01/2016 08:55,49,1,100
14/01/2016 09:00,45,1,100
14/01/2016 09:05,55,1,100
14/01/2016 09:10,50,1,100
14/01/2016 09:15,53,1,100
14/01/2016 09:20,57,1,100
14/01/2016 09:25,58,1,100
14/01/2016 09:30,67,1,100
14/01/2016 09:35,65,1,100
14/01/2016 09:40,66,1,100
14/01/2016 09:45,63,1,100
14/01/2016 09:50,56,1,100
14/01/2016 09:55,63,1,100
14/01/2016 10:00,56,1,100
14/01/2016 10:05,52,1,100
14/01/2016 10:10,56,1,100
14/01/2016 10:15,59,1,100
14/01/2016 10:20,54,1,100
14/01/2016 10:25,62,1,100
14/01/2016 10:30,60,1,100
14/01/2016 10:35,59,1,100
14/01/2016 10:40,57,1,100
14/01/2016 10:45,57,1,100
14/01/2016 10:50,51,1,100
14/01/2016 10:55,54,1,100
14/01/2016 11:00,45,1,100
14/01/2016 11:05,50,1,100
14/01/2016 11:10,51,1,100
14/01/2016 11:15,53,1,100
14/01/2016 11:20,63,1,100
14/01/2016 11:25,54,1,100
14/01/2016 11:30,57,1,100
14/01/2016 11:35,60,1,100
14/01/2016 11:40,54,1,100
14/01/2016 11:45,56,1,100
14/01/2016 11:50,50,1,100
14/01/2016 11:55,46,1,100
14/01/2016 12:00,52,1,100
14/01/2016 12:05,46,1,100
14/01/2016 12:10,39,1,100
14/01/2016 12:15,50,1,100
14/01/2016 12:20,47,1,100
14/01/2016 12:25,47,1,100
14/01/2016 12:30,42,1,100
14/01/2016 12:35,54,1,100
14/01/2016 12:40,53,1,100
14/01/2016 12:45,50,1,100
14/01/2016 12:50,47,1,100
14/01/2016 12:55,41,1,100
14/01/2016 13:00,49,1,100
14/01/2016 13:05,48,1,100
14/01/2016 13:10,44,1,100
14/01/2016 13:15,47,1,100
14/01/2016 13:20,56,1,100
14/01/2016 13:25,51,1,100
14/01/2016 13:30,51,1,100
14/01/2016 13:35,52,1,100
14/01/2016 13:40,50,1,100
14/01/2016 13:45,61,1,100
14/01/2016 13:50,44,1,100
14/01/2016 13:55,48,1,100
14/01/2016 14:00,45,1,100
14/01/2016 14:05,48,1,100
14/01/2016 14:10,48,1,100
14/01/2016 14:15,52,1,100
14/01/2016 14:20,60,1,100
14/01/2016 14:25,54,1,100
14/01/2016 14:30,49,1,100
14/01/2016 14:35,48,1,100
14/01/2016 14:40,48,1,100
14/01/2016 14:45,49,1,100
14/01/2016 14:50,42,1,100
14/01/2016 14:55,53,1,100
14/01/2016 15:00,54,1,100
14/01/2016 15:05,57,1,100
14/01/2016 15:10,45,1,100
14/01/2016 15:15,52,1,100
14/01/2016 15:20,61,1,100
14/01/2016 15:25,55,1,100
14/01/2016 15:30,46,1,100
14/01/2016 15:35,61,1,100
14/01/2016 15:40,58,1,100
14/01/2016 15:45,53,1,100
14/01/2016 15:50,52,1,100
14/01/2016 15:55,44,1,100
14/01/2016 16:00,54,1,100
14/01/2016 16:05,53,1,100
14/01/2016 16:10,43,1,100
14/01/2016 16:15,48,1,100
14/01/2016 16:20,50,1,100
14/01/2016 16:25,47,1,100
14/01/2016 16:30,46,1,100
14/01/2016 16:35,49,1,100
14/01/2016 16:40,56,1,100
14/01/2016 16:45,51,1,100
14/01/2016 16:50,43,1,100
14/01/2016 16:55,42,1,100
14/01/2016 17:00,50,1,100
14/01/2016 17:05,47,1,100
14/01/2016 17:10,52,1,100
14/01/2016 17:15,56,1,100
14/01/2016 17:20,57,1,100
14/01/2016 17:25,52,1,100
14/01/2016 17:30,45,1,100
14/01/2016 17:35,39,1,100
14/01/2016 17:40,39,1,100
14/01/2016 17:45,53,1,100
14/01/2016 17:50,47,1,100
14/01/2016 17:55,43,1,100
14/01/2016 18:00,32,1,100
14/01/2016 18:05,39,1,100
14/01/2016 18:10,42,1,100
14/01/2016 18:15,42,1,100
14/01/2016 18:20,46,1,100
14/01/2016 18:25,40,1,100
14/01/2016 18:30,43,1,100
14/01/2016 18:35,37,1,100
14/01/2016 18:40,41,1,100
14/01/2016 18:45,42,1,100
14/01/2016 18:50,41,1,100
14/01/2016 18:55,30,1,100
14/01/2016 19:00,38,1,100
14/01/2016 19:05,37,1,100
14/01/2016 19:10,40,1,100
14/01/2016 19:15,38,1,100
14/01/2016 19:20,41,1,100
14/01/2016 19:25,39,1,100
14/01/2016 19:30,39,1,100
14/01/2016 19:35,35,1,100
14/01/2016 19:40,42,1,100
14/01/2016 19:45,34,1,100
14/01/2016 19:50,31,1,100
14/01/2016 19:55,24,1,100
14/01/2016 20:00,34,1,100
14/01/2016 20:05,28,1,100
14/01/2016 20:10,34,1,100
14/01/2016 20:15,31,1,100
14/01/2016 20:20,32,1,100
14/01/2016 20:25,37,1,100
14/01/2016 20:30,22,1,100
14/01/2016 20:35,27,1,100
14/01/2016 20:40,25,1,100
14/01/2016 20:45,32,1,100
14/01/2016 20:50,23,1,100
14/01/2016 20:55,27,1,100
14/01/2016 21:00,26,1,100
14/01/2016 21:05,20,1,100
14/01/2016 21:10,23,1,100
14/01/2016 21:15,30,1,100
14/01/2016 21:20,23,1,100
14/01/2016 21:25,25,1,100
14/01/2016 21:30,20,1,100
14/01/2016 21:35,20,1,100
14/01/2016 21:40,19,1,100
14/01/2016 21:45,18,1,100
14/01/2016 21:50,18,1,100
14/01/2016 21:55,19,1,100
14/01/2016 22:00,21,1,100
14/01/2016 22:05,15,1,100
14/01/2016 22:10,18,1,100
14/01/2016 22:15,21,1,100
14/01/2016 22:20,18,1,100
14/01/2016 22:25,19,1,100
14/01/2016 22:30,11,1,100
14/01/2016 22:35,16,1,100
14/01/2016 22:40,10,1,100
14/01/2016 22:45,12,1,100
14/01/2016 22:50,10,1,100
14/01/2016 22:55,11,1,100
14/01/2016 23:00,11,1,100
14/01/2016 23:05,12,1,100
14/01/2016 23:10,9,1,100
14/01/2016 23:15,9,1,100
14/01/2016 23:20,10,1,100
14/01/2016 23:25,10,1,100
14/01/2016 23:30,10,1,100
14/01/2016 23:35,4,1,100
14/01/2016 23:40,9,1,100
14/01/2016 23:45,10,1,100
14/01/2016 23:50,6,1,100
14/01/2016 23:55,5,1,100
15/01/2016 00:00,7,1,100
15/01/2016 00:05,6,1,100
15/01/2016 00:10,5,1,100
15/01/2016 00:15,5,1,100
15/01/2016 00:20,5,1,100
15/01/2016 00:25,4,1,100
15/01/2016 00:30,5,1,100
15/01/2016 00:35,4,1,100
15/01/2016 00:40,6,1,100
15/01/2016 00:45,7,1,100
15/01/2016 00:50,5,1,100
15/01/2016 00:55,5,1,100
15/01/2016 01:00,5,1,100
15/01/2016 01:05,3,1,100
15/01/2016 01:10,2,1,100
15/01/2016 01:15,4,1,100
15/01/2016 01:20,2,1,100
15/01/2016 01:25,2,1,100
15/01/2016 01:30,2,1,100
15/01/2016 01:35,1,1,100
15/01/2016 01:40,3,1,100
15/01/2016 01:45,1,1,100
15/01/2016 01:50,2,1,100
15/01/2016 01:55,3,1,100
15/01/2016 02:00,4,1,100
15/01/2016 02:05,2,1,100
15/01/2016 02:10,2,1,100
15/01/2016 02:15,1,1,100
15/01/2016 02:20,2,1,100
15/01/2016 02:25,3,1,100
15/01/2016 02:30,3,1,100
15/01/2016 02:35,3,1,100
15/01/2016 02:40,4,1,100
15/01/2016 02:45,3,1,100
15/01/2016 02:50,3,1,100
15/01/2016 02:55,3,1,100
15/01/2016 03:00,4,1,100
15/01/2016 03:05,1,1,100
15/01/2016 03:10,3,1,100
15/01/2016 03:15,3,1,100
15/01/2016 03:20,1,1,100
15/01/2016 03:25,2,1,100
15/01/2016 03:30,1,1,100
15/01/2016 03:35,3,1,100
15/01/2016 03:40,4,1,100
15/01/2016 03:45,3,1,100
15/01/2016 03:50,3,1,100
15/01/2016 03:55,4,1,100
15/01/2016 04:00,2,1,100
15/01/2016 04:05,5,1,100
15/01/2016 04:10,9,1,100
15/01/2016 04:15,9,1,100
15/01/2016 04:20,5,1,100
15/01/2016 04:25,6,1,100
15/01/2016 04:30,7,1,100
15/01/2016 04:35,8,1,100
15/01/2016 04:40,17,1,100
15/01/2016 04:45,16,1,100
15/01/2016 04:50,19,1,100
15/01/2016 04:55,16,1,100
15/01/2016 05:00,17,1,100
15/01/2016 05:05,24,1,100
15/01/2016 05:10,23,1,100
15/01/2016 05:15,25,1,100
15/01/2016 05:20,27,1,100
15/01/2016 05:25,30,1,100
15/01/2016 05:30,34,1,100
15/01/2016 05:35,42,1,100
15/01/2016 05:40,44,1,100
15/01/2016 05:45,38,1,100
15/01/2016 05:50,42,1,100
15/01/2016 05:55,41,1,100
15/01/2016 06:00,50,1,100
15/01/2016 06:05,52,1,100
15/01/2016 06:10,60,1,100
15/01/2016 06:15,59,1,100
15/01/2016 06:20,62,1,100
15/01/2016 06:25,61,1,100
15/01/2016 06:30,71,1,100
15/01/2016 06:35,76,1,100
15/01/2016 06:40,78,1,100
15/01/2016 06:45,76,1,100
15/01/2016 06:50,73,1,100
15/01/2016 06:55,77,1,100
15/01/2016 07:00,80,1,100
15/01/2016 07:05,71,1,100
15/01/2016 07:10,73,1,100
15/01/2016 07:15,65,1,100
15/01/2016 07:20,63,1,100
15/01/2016 07:25,57,1,100
15/01/2016 07:30,61,1,100
15/01/2016 07:35,48,1,100
15/01/2016 07:40,46,1,100
15/01/2016 07:45,42,1,100
15/01/2016 07:50,42,1,100
15/01/2016 07:55,45,1,100
15/01/2016 08:00,48,1,100
15/01/2016 08:05,46,1,100
15/01/2016 08:10,50,1,100
15/01/2016 08:15,49,1,100
15/01/2016 08:20,47,1,100
15/01/2016 08:25,44,1,100
15/01/2016 08:30,43,1,100
15/01/2016 08:35,48,1,100
15/01/2016 08:40,46,1,100
15/01/2016 08:45,49,1,100
15/01/2016 08:50,43,1,100
15/01/2016 08:55,50,1,100
15/01/2016 09:00,44,1,100
15/01/2016 09:05,52,1,100
15/01/2016 09:10,50,1,100
15/01/2016 09:15,58,1,100
15/01/2016 09:20,60,1,100
15/01/2016 09:25,58,1,100
15/01/2016 09:30,59,1,100
15/01/2016 09:35,63,1,100
15/01/2016 09:40,59,1,100
15/01/2016 09:45,60,1,100
15/01/2016 09:50,54,1,100
15/01/2016 09:55,51,1,100
15/01/2016 10:00,56,1,100
15/01/2016 10:05,57,1,100
15/01/2016 10:10,53,1,100
15/01/2016 10:15,52,1,100
15/01/2016 10:20,56,1,100
15/01/2016 10:25,63,1,100
15/01/2016 10:30,55,1,100
15/01/2016 10:35,53,1,100
15/01/2016 10:40,63,1,100
15/01/2016 10:45,59,1,100
15/01/2016 10:50,50,1,100
15/01/2016 10:55,55,1,100
15/01/2016 11:00,54,1,100
15/01/2016 11:05,60,1,100
15/01/2016 11:10,52,1,100
15/01/2016 11:15,40,1,100
15/01/2016 11:20,55,1,100
15/01/2016 11:25,45,1,100
15/01/2016 11:30,53,1,100
15/01/2016 11:35,64,1,100
15/01/2016 11:40,53,1,100
15/01/2016 11:45,60,1,100
15/01/2016 11:50,61,1,100
15/01/2016 11:55,53,1,100
15/01/2016 12:00,54,1,100
15/01/2016 12:05,42,1,100
15/01/2016 12:10,59,1,100
15/01/2016 12:15,54,1,100
15/01/2016 12:20,53,1,100
15/01/2016 12:25,58,1,100
15/01/2016 12:30,59,1,100
15/01/2016 12:35,54,1,100
15/01/2016 12:40,49,1,100
15/01/2016 12:45,55,1,100
15/01/2016 12:50,60,1,100
15/01/2016 12:55,44,1,100
15/01/2016 13:00,65,1,100
15/01/2016 13:05,53,1,100
15/01/2016 13:10,47,1,100
15/01/2016 13:15,55,1,100
15/01/2016 13:20,63,1,100
15/01/2016 13:25,56,1,100
15/01/2016 13:30,55,1,100
15/01/2016 13:35,51,1,100
15/01/2016 13:40,52,1,100
15/01/2016 13:45,53,1,100
15/01/2016 13:50,60,1,100
15/01/2016 13:55,61,1,100
15/01/2016 14:00,59,1,100
15/01/2016 14:05,60,1,100
15/01/2016 14:10,52,1,100
15/01/2016 14:15,51,1,100
15/01/2016 14:20,58,1,100
15/01/2016 14:25,51,1,100
15/01/2016 14:30,40,1,100
15/01/2016 14:35,44,1,100
15/01/2016 14:40,57,1,100
15/01/2016 14:45,57,1,100
15/01/2016 14:50,58,1,100
15/01/2016 14:55,53,1,100
15/01/2016 15:00,62,1,100
15/01/2016 15:05,58,1,100
15/01/2016 15:10,50,1,100
15/01/2016 15:15,46,1,100
15/01/2016 15:20,59,1,100
15/01/2016 15:25,51,1,100
15/01/2016 15:30,47,1,100
15/01/2016 15:35,58,1,100
15/01/2016 15:40,48,1,100
15/01/2016 15:45,58,1,100
15/01/2016 15:50,53,1,100
15/01/2016 15:55,50,1,100
15/01/2016 16:00,56,1,100
15/01/2016 16:05,55,1,100
15/01/2016 16:10,46,1,100
15/01/2016 16:15,50,1,100
15/01/2016 16:20,48,1,100
15/01/2016 16:25,49,1,100
15/01/2016 16:30,50,1,100
15/01/2016 16:35,50,1,100
